Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,High Growth,Listed Equity,,Coca-Cola Femsa SAB de CV,1970.399971,24793.31853,0.00000671,,,MX01KO000002
31/12/2024,High Growth,Listed Equity,,Coca-Cola Femsa SAB de CV,2307.518706,290289.319,0.00007854,,,US1912411089
31/12/2024,High Growth,Listed Equity,,Coca-Cola HBC AG,1527.517873,84413.90835,0.00002284,,,CH0198251305
31/12/2024,High Growth,Listed Equity,,Coca-Cola Icecek AS,2747.896389,7524.456485,0.00000204,,,TRECOLA00011
31/12/2024,High Growth,Listed Equity,,Cochlear Ltd,37370.12415,10832851.59,0.00293094,,,AU000000COH5
31/12/2024,High Growth,Listed Equity,,Codan Ltd,28693.48908,461965.1742,0.00012499,,,AU000000CDA3
31/12/2024,High Growth,Listed Equity,,Cognizant Technology Solutions Corp,4156.370148,516231.7112,0.00013967,,,US1924461023
31/12/2024,High Growth,Listed Equity,,Coinbase Global Inc,1187.939379,476403.6957,0.0001289,,,US19260Q1076
31/12/2024,High Growth,Listed Equity,,Coles Group Ltd,635792.5255,12010120.81,0.00324946,,,AU0000030678
31/12/2024,High Growth,Listed Equity,,Colgate-Palmolive Co,10896.13556,1599883.201,0.00043286,,,US1941621039
31/12/2024,High Growth,Listed Equity,,Colgate-Palmolive India Ltd,542.672076,27443.40873,0.00000743,,,INE259A01022
31/12/2024,High Growth,Listed Equity,,Collins Foods Ltd,88270.49168,640843.7696,0.00017339,,,AU000000CKF7
31/12/2024,High Growth,Listed Equity,,Coloplast A/S,6166.971989,1087376.668,0.0002942,,,DK0060448595
31/12/2024,High Growth,Listed Equity,,Comcast Corp,36473.09743,2210829.921,0.00059816,,,US20030N1019
31/12/2024,High Growth,Listed Equity,,Comfort Systems USA Inc,298.93501,204742.5991,0.0000554,,,US1999081045
31/12/2024,High Growth,Listed Equity,,Commercial Bank PSQC/The,12147.02806,23439.18826,0.00000634,,,QA0007227752
31/12/2024,High Growth,Listed Equity,,Commercial International Bank - Egypt (CIB),7889.194726,19678.23831,0.00000532,,,EGS60121C018
31/12/2024,High Growth,Listed Equity,,Commercial International Bank - Egypt (CIB),93342.59564,223425.2228,0.00006045,,,US2017122050
31/12/2024,High Growth,Listed Equity,,Commerzbank AG,5087.329414,133793.3502,0.0000362,,,DE000CBK1001
31/12/2024,High Growth,Listed Equity,,Commonwealth Bank of Australia,670759.0407,102793823,0.02781189,,,AU000000CBA7
31/12/2024,High Growth,Listed Equity,,Compal Electronics Inc,221755.1289,411314.564,0.00011129,,,TW0002324001
31/12/2024,High Growth,Listed Equity,,Compass Group PLC,57975.34011,3121751.789,0.00084462,,,GB00BD6K4575
31/12/2024,High Growth,Listed Equity,,Computershare Ltd,184769.5224,6272925.287,0.0016972,,,AU000000CPU5
31/12/2024,High Growth,Listed Equity,,Conagra Brands Inc,2272.627221,101858.0399,0.00002756,,,US2058871029
31/12/2024,High Growth,Listed Equity,,Concordia Financial Group Ltd,13102.189,117293.4723,0.00003173,,,JP3305990008
31/12/2024,High Growth,Listed Equity,,ConocoPhillips,8723.014756,1397175.763,0.00037802,,,US20825C1045
31/12/2024,High Growth,Listed Equity,,Consolidated Edison Inc,4210.516394,606806.7156,0.00016418,,,US2091151041
31/12/2024,High Growth,Listed Equity,,Constellation Brands Inc,1337.691035,477476.7323,0.00012919,,,US21036P1084
31/12/2024,High Growth,Listed Equity,,Constellation Energy Corp,1741.240342,629141.3664,0.00017022,,,US21037T1097
31/12/2024,High Growth,Listed Equity,,Constellation Software Inc/Canada,376.256725,1878156.82,0.00050815,,,CA21037X1006
31/12/2024,High Growth,Listed Equity,,Container Corp Of India Ltd,1028.63941,15291.49124,0.00000414,,,INE111A01025
31/12/2024,High Growth,Listed Equity,,Contemporary Amperex Technology Co Ltd,37052.57706,2180850.067,0.00059005,,,CNE100003662
31/12/2024,High Growth,Listed Equity,,Continental AG,381.525219,41360.54852,0.00001119,,,DE0005439004
31/12/2024,High Growth,Listed Equity,,Cooper Cos Inc/The,1299.35756,192925.6893,0.0000522,,,US2166485019
31/12/2024,High Growth,Listed Equity,,Copart Inc,7948.255775,736736.4918,0.00019933,,,US2172041061
31/12/2024,High Growth,Listed Equity,,Corebridge Financial Inc,5767.040341,278781.4218,0.00007543,,,US21871X1090
31/12/2024,High Growth,Listed Equity,,Corning Inc,3820.438087,293220.0884,0.00007933,,,US2193501051
31/12/2024,High Growth,Listed Equity,,Coronado Global Resources Inc,301756.8466,230843.9885,0.00006246,,,AU0000026122
31/12/2024,High Growth,Listed Equity,,Corpay Inc,482.884973,263939.1631,0.00007141,,,US2199481068
31/12/2024,High Growth,Listed Equity,,Corteva Inc,5112.986576,470379.9008,0.00012727,,,US22052L1044
31/12/2024,High Growth,Listed Equity,,Cosan SA,72665.08224,155018.1534,0.00004194,,,BRCSANACNOR6
31/12/2024,High Growth,Listed Equity,,COSCO SHIPPING Energy Transportation Co Ltd,1354.75582,3477.321041,0.00000094,,,CNE000001BD6
31/12/2024,High Growth,Listed Equity,,COSCO SHIPPING Energy Transportation Co Ltd,4823.751784,6238.394996,0.00000169,,,CNE1000002S8
31/12/2024,High Growth,Listed Equity,,COSCO SHIPPING Holdings Co Ltd,11943.866,31787.21158,0.0000086,,,CNE1000002J7
31/12/2024,High Growth,Listed Equity,,COSCO SHIPPING Holdings Co Ltd,2865.513826,9827.882634,0.00000266,,,CNE100000601
31/12/2024,High Growth,Listed Equity,,CoStar Group Inc,3064.042426,354283.7718,0.00009586,,,US22160N1090
31/12/2024,High Growth,Listed Equity,,Costco Wholesale Corp,4766.817351,7054335.354,0.00190862,,,US22160K1051
31/12/2024,High Growth,Listed Equity,,Country Garden Holdings Co Ltd,27318.34322,2754.822578,0.00000075,,,KYG245241032
31/12/2024,High Growth,Listed Equity,,Country Garden Services Holdings Co Ltd,489569.1386,561889.1593,0.00015202,,,KYG2453A1085
31/12/2024,High Growth,Listed Equity,,Coupang Inc,38965.15729,1383274.097,0.00037426,,,US22266T1097
31/12/2024,High Growth,Listed Equity,,Covestro AG,583.835117,56633.34584,0.00001532,,,DE000A40KY26
31/12/2024,High Growth,Listed Equity,,Coway Co Ltd,3600.053017,264232.9291,0.00007149,,,KR7021240007
31/12/2024,High Growth,Listed Equity,,CP ALL PCL,21296.35096,56242.33687,0.00001522,,,TH0737010R15
31/12/2024,High Growth,Listed Equity,,CP AXTRA PCL,7824.125394,10099.86577,0.00000273,,,THC450010R16
31/12/2024,High Growth,Listed Equity,,CPFL Energia SA,864.580533,7140.386289,0.00000193,,,BRCPFEACNOR0
31/12/2024,High Growth,Listed Equity,,Credicorp Ltd,1032.432322,305686.01,0.00008271,,,BMG2519Y1084
31/12/2024,High Growth,Listed Equity,,Credit Agricole SA,7511.375652,166954.6338,0.00004517,,,FR0000045072
31/12/2024,High Growth,Listed Equity,,Credit Corp Group Ltd,27097.98558,433296.7894,0.00011723,,,AU000000CCP3
31/12/2024,High Growth,Listed Equity,,CRH PLC,3052.665801,456161.8993,0.00012342,,,IE0001827041
31/12/2024,High Growth,Listed Equity,,Criteo SA,8611.616225,550231.023,0.00014887,,,US2267181046
31/12/2024,High Growth,Listed Equity,,Croda International PLC,11298.99095,773651.4553,0.00020932,,,GB00BJFFLV09
31/12/2024,High Growth,Listed Equity,,Crowdstrike Holdings Inc,1600.03845,884227.0148,0.00023924,,,US22788C1053
31/12/2024,High Growth,Listed Equity,,Crown Holdings Inc,564.230713,75355.30586,0.00002039,,,US2283681060
31/12/2024,High Growth,Listed Equity,,CRRC Corp Ltd,16421.28267,17105.75868,0.00000463,,,CNE100000BG0
31/12/2024,High Growth,Listed Equity,,CRRC Corp Ltd,5475.47144,10152.92756,0.00000275,,,CNE100000CP9
31/12/2024,High Growth,Listed Equity,,CSC Financial Co Ltd,975.013658,5555.378941,0.0000015,,,CNE1000031T5
31/12/2024,High Growth,Listed Equity,,CSL Ltd,246621.3318,69443634.61,0.01878867,,,AU000000CSL8
31/12/2024,High Growth,Listed Equity,,CSPC Pharmaceutical Group Ltd,29291.46296,29111.62836,0.00000788,,,HK1093012172
31/12/2024,High Growth,Listed Equity,,CSX Corp,10237.34456,533568.7776,0.00014436,,,US1264081035
31/12/2024,High Growth,Listed Equity,,CTBC Financial Holding Co Ltd,57217.9068,110215.876,0.00002982,,,TW0002891009
31/12/2024,High Growth,Listed Equity,,CTS Eventim AG & Co KGaA,566.684401,77384.05123,0.00002094,,,DE0005470306
31/12/2024,High Growth,Listed Equity,,Cummins Inc,2177.031459,1225733.936,0.00033163,,,US2310211063
31/12/2024,High Growth,Listed Equity,,Cummins India Ltd,532.819306,32909.33376,0.0000089,,,INE298A01020
31/12/2024,High Growth,Listed Equity,,CVC Capital Partners PLC,115.422396,4104.000081,0.00000111,,,JE00BRX98089
31/12/2024,High Growth,Listed Equity,,CVS Health Corp,11552.07679,837555.886,0.00022661,,,US1266501006
31/12/2024,High Growth,Listed Equity,,CyberArk Software Ltd,758.324624,408036.5798,0.0001104,,,IL0011334468
31/12/2024,High Growth,Listed Equity,,Dabur India Ltd,1939.661382,18552.15398,0.00000502,,,INE016A01026
31/12/2024,High Growth,Listed Equity,,Daifuku Co Ltd,744.163959,25237.39585,0.00000683,,,JP3497400006
31/12/2024,High Growth,Listed Equity,,Dai-ichi Life Holdings Inc,5794.173416,252177.8122,0.00006823,,,JP3476480003
31/12/2024,High Growth,Listed Equity,,Daiichi Sankyo Co Ltd,12003.76551,536869.0383,0.00014526,,,JP3475350009
31/12/2024,High Growth,Listed Equity,,Daikin Industries Ltd,1611.484197,309029.3006,0.00008361,,,JP3481800005
31/12/2024,High Growth,Listed Equity,,Daimler Truck Holding AG,39841.84413,2455449.114,0.00066435,,,DE000DTR0CK8
31/12/2024,High Growth,Listed Equity,,Dai Nippon Printing Co Ltd,1062.358203,24231.93488,0.00000656,,,JP3493800001
31/12/2024,High Growth,Listed Equity,,Daito Trust Construction Co Ltd,631.248021,114013.7774,0.00003085,,,JP3486800000
31/12/2024,High Growth,Listed Equity,,Daiwa House Industry Co Ltd,3443.683791,171926.4696,0.00004652,,,JP3505000004
31/12/2024,High Growth,Listed Equity,,Daiwa Securities Group Inc,9063.313808,97613.58588,0.00002641,,,JP3502200003
31/12/2024,High Growth,Listed Equity,,Danaher Corp,4429.14954,1642108.176,0.00044429,,,US2358511028
31/12/2024,High Growth,Listed Equity,,Danone SA,1749.60645,190549.9227,0.00005156,,,FR0000120644
31/12/2024,High Growth,Listed Equity,,Danske Bank A/S,7016.264971,320532.4516,0.00008672,,,DK0010274414
31/12/2024,High Growth,Listed Equity,,Daqin Railway Co Ltd,3345.836344,5019.496552,0.00000136,,,CNE000001NG4
31/12/2024,High Growth,Listed Equity,,Darden Restaurants Inc,677.752326,204360.1414,0.00005529,,,US2371941053
31/12/2024,High Growth,Listed Equity,,DaShenLin Pharmaceutical Group Co Ltd,81872.36274,272827.4408,0.00007382,,,CNE100002RG2
31/12/2024,High Growth,Listed Equity,,Dassault Systemes SE,2903.507235,162675.3441,0.00004401,,,FR0014003TT8
31/12/2024,High Growth,Listed Equity,,Data#3 Ltd,47412.38591,302965.146,0.00008197,,,AU000000DTL4
31/12/2024,High Growth,Listed Equity,,Datadog Inc,5833.997366,1346394.062,0.00036428,,,US23804L1035
31/12/2024,High Growth,Listed Equity,,Davide Campari-Milano NV,2196.926619,22111.68073,0.00000598,,,NL0015435975
31/12/2024,High Growth,Listed Equity,,DaVita Inc,438.283646,105863.3922,0.00002864,,,US23918K1088
31/12/2024,High Growth,Listed Equity,,Dayforce Inc,1475.793547,173143.2506,0.00004685,,,US15677J1088
31/12/2024,High Growth,Listed Equity,,DB Insurance Co Ltd,172.628734,19469.64902,0.00000527,,,KR7005830005
31/12/2024,High Growth,Listed Equity,,DBS Group Holdings Ltd,48823.27357,2527160.547,0.00068375,,,SG1L01001701
31/12/2024,High Growth,Listed Equity,,DCC PLC,535.84947,55712.53728,0.00001507,,,IE0002424939
31/12/2024,High Growth,Listed Equity,,Deckers Outdoor Corp,7303.237199,2395565.602,0.00064814,,,US2435371073
31/12/2024,High Growth,Listed Equity,,Deep Yellow Ltd,378435.8326,425740.3119,0.00011519,,,AU000000DYL4
31/12/2024,High Growth,Listed Equity,,Deere & Co,2210.901093,1512975.52,0.00040935,,,US2441991054
31/12/2024,High Growth,Listed Equity,,De Grey Mining Ltd,147567.9953,260457.5116,0.00007047,,,AU000000DEG6
31/12/2024,High Growth,Listed Equity,,Delivery Hero SE,747.140719,33888.01306,0.00000917,,,DE000A2E4K43
31/12/2024,High Growth,Listed Equity,,Dell Technologies Inc,2065.018787,384353.977,0.00010399,,,US24703L2025
31/12/2024,High Growth,Listed Equity,,Delta Air Lines Inc,32490.92175,3174837.707,0.00085898,,,US2473617023
31/12/2024,High Growth,Listed Equity,,Delta Electronics Inc,50329.91299,1067418.607,0.0002888,,,TW0002308004
31/12/2024,High Growth,Listed Equity,,Delta Electronics Thailand PCL,10961.20618,79184.73719,0.00002142,,,TH0528010R18
31/12/2024,High Growth,Listed Equity,,Demant A/S,7461.792041,442130.9825,0.00011962,,,DK0060738599
31/12/2024,High Growth,Listed Equity,,Denso Corp,10151.35579,231026.4493,0.00006251,,,JP3551500006
31/12/2024,High Growth,Listed Equity,,Dentsu Group Inc,1031.565353,40412.11772,0.00001093,,,JP3551520004
31/12/2024,High Growth,Listed Equity,,Descartes Systems Group Inc/The,1350.192534,247760.6682,0.00006703,,,CA2499061083
31/12/2024,High Growth,Listed Equity,,Deterra Royalties Ltd,213010.3445,792398.4816,0.00021439,,,AU0000107484
31/12/2024,High Growth,Listed Equity,,Deutsche Bank AG,23661.48964,658490.3556,0.00017816,,,DE0005140008
31/12/2024,High Growth,Listed Equity,,Deutsche Boerse AG,1089.397624,405205.3966,0.00010963,,,DE0005810055
31/12/2024,High Growth,Listed Equity,,Deutsche Lufthansa AG,1358.278851,14029.76007,0.0000038,,,DE0008232125
31/12/2024,High Growth,Listed Equity,,Deutsche Post AG,4064.162638,230966.2206,0.00006249,,,DE0005552004
31/12/2024,High Growth,Listed Equity,,Deutsche Telekom AG,16566.64353,800453.4546,0.00021657,,,DE0005557508
31/12/2024,High Growth,Listed Equity,,Devon Energy Corp,7498.570794,396395.4169,0.00010725,,,US25179M1036
31/12/2024,High Growth,Listed Equity,,Dexcom Inc,10496.84565,1318484.512,0.00035673,,,US2521311074
31/12/2024,High Growth,Listed Equity,,Diageo PLC,24568.49318,1261047.907,0.00034119,,,GB0002374006
31/12/2024,High Growth,Listed Equity,,DiaSorin SpA,102.027463,16988.53742,0.0000046,,,IT0003492391
31/12/2024,High Growth,Listed Equity,,Dick's Sporting Goods Inc,1121.313155,414441.254,0.00011213,,,US2533931026
31/12/2024,High Growth,Listed Equity,,DiDi Global Inc,168408.9628,1243041.202,0.00033632,,,US23292E1082
31/12/2024,High Growth,Listed Equity,,D'ieteren Group,100.949714,27131.57349,0.00000734,,,BE0974259880
31/12/2024,High Growth,Listed Equity,,Dino Polska SA,182.789403,27860.16344,0.00000754,,,PLDINPL00011
31/12/2024,High Growth,Listed Equity,,Disco Corp,323.326446,141982.9154,0.00003841,,,JP3548600000
31/12/2024,High Growth,Listed Equity,,Discover Financial Services,3514.992223,983448.4419,0.00026608,,,US2547091080
31/12/2024,High Growth,Listed Equity,,Discovery Ltd,2020.330933,33680.35557,0.00000911,,,ZAE000022331
31/12/2024,High Growth,Listed Equity,,Divi's Laboratories Ltd,448.147067,51561.48514,0.00001395,,,INE361B01024
31/12/2024,High Growth,Listed Equity,,Dixon Technologies India Ltd,119.92668,40579.72824,0.00001098,,,INE935N01020
31/12/2024,High Growth,Listed Equity,,DLF Ltd,2863.461165,44560.80907,0.00001206,,,INE271C01023
31/12/2024,High Growth,Listed Equity,,DNB Bank ASA,5451.73283,175912.2427,0.00004759,,,NO0010161896
31/12/2024,High Growth,Listed Equity,,DocuSign Inc,5938.721365,862680.4482,0.00023341,,,US2561631068
31/12/2024,High Growth,Listed Equity,,Dollarama Inc,4567.915321,719612.0229,0.0001947,,,CA25675T1075
31/12/2024,High Growth,Listed Equity,,Dollar General Corp,1329.434778,162800.2021,0.00004405,,,US2566771059
31/12/2024,High Growth,Listed Equity,,Dollar Tree Inc,1233.619561,149313.4944,0.0000404,,,US2567461080
31/12/2024,High Growth,Listed Equity,,Domain Holdings Australia Ltd,100909.4981,255301.0303,0.00006907,,,AU000000DHG9
31/12/2024,High Growth,Listed Equity,,Dominion Energy Inc,3801.038642,330653.2204,0.00008946,,,US25746U1097
31/12/2024,High Growth,Listed Equity,,Domino's Pizza Enterprises Ltd,29906.86929,880458.2318,0.00023822,,,AU000000DMP0
31/12/2024,High Growth,Listed Equity,,Domino's Pizza Inc,233.564683,158347.9148,0.00004284,,,US25754A2015
31/12/2024,High Growth,Listed Equity,,Dongfang Electric Corp Ltd,431.05867,1515.60485,0.00000041,,,CNE000000J28
31/12/2024,High Growth,Listed Equity,,Dongxing Securities Co Ltd,595.271497,1450.200934,0.00000039,,,CNE100002177
31/12/2024,High Growth,Listed Equity,,DoorDash Inc,3664.575847,992865.3773,0.00026863,,,US25809K1051
31/12/2024,High Growth,Listed Equity,,Doosan Bobcat Inc,188.023687,8643.2785,0.00000234,,,KR7241560002
31/12/2024,High Growth,Listed Equity,,Doosan Enerbility Co Ltd,1634.174208,31464.97521,0.00000851,,,KR7034020008
31/12/2024,High Growth,Listed Equity,,Dover Corp,818.375781,247964.6234,0.00006709,,,US2600031080
31/12/2024,High Growth,Listed Equity,,Dow Inc,3277.967939,212460.3945,0.00005748,,,US2605571031
31/12/2024,High Growth,Listed Equity,,Downer EDI Ltd,350211.2696,1838609.165,0.00049745,,,AU000000DOW2
31/12/2024,High Growth,Listed Equity,,DraftKings Inc,2351.611373,141290.3869,0.00003823,,,US26142V1052
31/12/2024,High Growth,Listed Equity,,DR Horton Inc,2674.714416,604019.3325,0.00016342,,,US23331A1097
31/12/2024,High Growth,Listed Equity,,Dr Ing hc F Porsche AG,520.042415,50810.60126,0.00001375,,,DE000PAG9113
31/12/2024,High Growth,Listed Equity,,Dropbox Inc,10511.74462,510010.1886,0.00013799,,,US26210C1045
31/12/2024,High Growth,Listed Equity,,Dr Reddy's Laboratories Ltd,2196.859722,57545.14345,0.00001557,,,INE089A01031
31/12/2024,High Growth,Listed Equity,,DSM-Firmenich AG,2213.1858,361705.6956,0.00009786,,,CH1216478797
31/12/2024,High Growth,Listed Equity,,DSV A/S,958.124148,328552.1138,0.00008889,,,DK0060079531
31/12/2024,High Growth,Listed Equity,,DTE Energy Co,913.628831,178180.8631,0.00004821,,,US2333311072
31/12/2024,High Growth,Listed Equity,,Dubai Islamic Bank PJSC,10865.80879,33875.47274,0.00000917,,,AED000201015
31/12/2024,High Growth,Listed Equity,,Duke Energy Corp,3357.978691,584331.1381,0.0001581,,,US26441C2044
31/12/2024,High Growth,Listed Equity,,Dukhan Bank,6872.717329,11264.87059,0.00000305,,,QA000B982PM1
31/12/2024,High Growth,Listed Equity,,DuPont de Nemours Inc,4904.223966,603968.4685,0.00016341,,,US26614N1028
31/12/2024,High Growth,Listed Equity,,Dynatrace Inc,1755.708049,154118.925,0.0000417,,,US2681501092
31/12/2024,High Growth,Listed Equity,,Eagers Automotive Ltd,52044.79158,616210.3324,0.00016672,,,AU000000APE3
31/12/2024,High Growth,Listed Equity,,East Japan Railway Co,3659.234606,105107.5797,0.00002844,,,JP3783600004
31/12/2024,High Growth,Listed Equity,,Eastman Chemical Co,596.050134,87912.94208,0.00002379,,,US2774321002
31/12/2024,High Growth,Listed Equity,,East Money Information Co Ltd,3569.319738,20392.35781,0.00000552,,,CNE100000MD4
31/12/2024,High Growth,Listed Equity,,Eastroc Beverage Group Co Ltd,126.751776,6970.134536,0.00000189,,,CNE100005576
31/12/2024,High Growth,Listed Equity,,Eaton Corp PLC,3760.128422,2015462.843,0.0005453,,,IE00B8KQN827
31/12/2024,High Growth,Listed Equity,,eBay Inc,11331.47998,1133788.556,0.00030676,,,US2786421030
31/12/2024,High Growth,Listed Equity,,EBOS Group Ltd,13200.86384,448697.3619,0.0001214,,,NZEBOE0001S6
31/12/2024,High Growth,Listed Equity,,EBR Systems Inc,907088.1047,929765.3073,0.00025156,,,AU0000182552
31/12/2024,High Growth,Listed Equity,,Eclat Textile Co Ltd,667.114608,16728.37143,0.00000453,,,TW0001476000
31/12/2024,High Growth,Listed Equity,,Ecolab Inc,3713.438299,1405366.812,0.00038024,,,US2788651006
31/12/2024,High Growth,Listed Equity,,Ecopro BM Co Ltd,182.53282,22008.5071,0.00000595,,,KR7247540008
31/12/2024,High Growth,Listed Equity,,Ecopro Co Ltd,365.886704,23081.62612,0.00000624,,,KR7086520004
31/12/2024,High Growth,Listed Equity,,Ecopro Materials Co Ltd,50.392811,3637.863711,0.00000098,,,KR7450080007
31/12/2024,High Growth,Listed Equity,,Ecovacs Robotics Co Ltd,251.450891,2615.030764,0.00000071,,,CNE1000031N8
31/12/2024,High Growth,Listed Equity,,Edenred SE,808.110849,42911.00477,0.00001161,,,FR0010908533
31/12/2024,High Growth,Listed Equity,,Edison International,4957.927957,639329.6748,0.00017298,,,US2810201077
31/12/2024,High Growth,Listed Equity,,EDP Renovaveis SA,4648.614887,78056.89934,0.00002112,,,ES0127797019
31/12/2024,High Growth,Listed Equity,,EDP SA,8691.732395,44932.374,0.00001216,,,PTEDP0AM0009
31/12/2024,High Growth,Listed Equity,,Edwards Lifesciences Corp,5261.98434,629160.4631,0.00017023,,,US28176E1082
31/12/2024,High Growth,Listed Equity,,Eicher Motors Ltd,513.011134,46666.52452,0.00001263,,,INE066A01021
31/12/2024,High Growth,Listed Equity,,Eiffage SA,447.00985,63336.93647,0.00001714,,,FR0000130452
31/12/2024,High Growth,Listed Equity,,E Ink Holdings Inc,3232.940025,43480.62018,0.00001176,,,TW0008069006
31/12/2024,High Growth,Listed Equity,,Eisai Co Ltd,1226.58371,54569.0947,0.00001476,,,JP3160400002
31/12/2024,High Growth,Listed Equity,,Elders Ltd,65026.94109,465592.8982,0.00012597,,,AU000000ELD6
31/12/2024,High Growth,Listed Equity,,Eldorado Gold Corp,22542.73455,541404.2843,0.00014648,,,CA2849025093
31/12/2024,High Growth,Listed Equity,,Electronic Arts Inc,4889.461218,1155339.055,0.00031259,,,US2855121099
31/12/2024,High Growth,Listed Equity,,Element Fleet Management Corp,1150.93947,37560.61553,0.00001016,,,CA2861812014
31/12/2024,High Growth,Listed Equity,,Elevance Health Inc,5991.960302,3570110.887,0.00096593,,,US0367521038
31/12/2024,High Growth,Listed Equity,,elf Beauty Inc,5111.328487,1036464.978,0.00028043,,,US26856L1035
31/12/2024,High Growth,Listed Equity,,Elia Group SA/NV,86.015089,10702.90324,0.0000029,,,BE0003822393
31/12/2024,High Growth,Listed Equity,,Eli Lilly & Co,8939.297167,11146147.8,0.0030157,,,US5324571083
31/12/2024,High Growth,Listed Equity,,Elisa Oyj,701.002662,49006.07943,0.00001326,,,FI0009007884
31/12/2024,High Growth,Listed Equity,,Emaar Properties PJSC,24574.44951,138855.7917,0.00003757,,,AEE000301011
31/12/2024,High Growth,Listed Equity,,Embraer SA,7858.331105,115439.9117,0.00003123,,,BREMBRACNOR4
31/12/2024,High Growth,Listed Equity,,EMCOR Group Inc,1431.216629,1049227.534,0.00028388,,,US29084Q1004
31/12/2024,High Growth,Listed Equity,,Emeco Holdings Ltd,47460.94399,43426.76404,0.00001175,,,AU000000EHL7
31/12/2024,High Growth,Listed Equity,,eMemory Technology Inc,205.266033,33926.96783,0.00000918,,,TW0003529004
31/12/2024,High Growth,Listed Equity,,Emera Inc,611.908061,36922.20444,0.00000999,,,CA2908761018
31/12/2024,High Growth,Listed Equity,,Emerald Resources NL,175237.547,569522.0277,0.00015409,,,AU000000EMR4
31/12/2024,High Growth,Listed Equity,,Emerson Electric Co,3887.911945,778210.3322,0.00021055,,,US2910111044
31/12/2024,High Growth,Listed Equity,,Emirates NBD Bank PJSC,7041.292059,66413.55517,0.00001797,,,AEE000801010
31/12/2024,High Growth,Listed Equity,,Emirates Telecommunications Group Co PJSC,12730.49676,91357.15768,0.00002472,,,AEE000401019
31/12/2024,High Growth,Listed Equity,,Empire Co Ltd,587.787007,28971.44575,0.00000784,,,CA2918434077
31/12/2024,High Growth,Listed Equity,,Empresas CMPC SA,4220.577545,10698.80435,0.00000289,,,CL0000001314
31/12/2024,High Growth,Listed Equity,,Empresas Copec SA,1462.982336,14443.06976,0.00000391,,,CLP7847L1080
31/12/2024,High Growth,Listed Equity,,EMS-Chemie Holding AG,26.635938,29028.21376,0.00000785,,,CH0016440353
31/12/2024,High Growth,Listed Equity,,Enbridge Inc,6775.074426,464194.1945,0.00012559,,,CA29250N1050
31/12/2024,High Growth,Listed Equity,,Enchem Co Ltd,40.899257,5963.378025,0.00000161,,,KR7348370008
31/12/2024,High Growth,Listed Equity,,Endeavour Group Ltd/Australia,504001.6258,2116806.829,0.00057272,,,AU0000154833
31/12/2024,High Growth,Listed Equity,,Endeavour Mining PLC,1054.04442,30382.31001,0.00000822,,,GB00BL6K5J42
31/12/2024,High Growth,Listed Equity,,Endesa SA,3775.696214,131155.8168,0.00003549,,,ES0130670112
31/12/2024,High Growth,Listed Equity,,Enel Americas SA,80496.15263,11405.88117,0.00000309,,,CLP371861061
31/12/2024,High Growth,Listed Equity,,Enel Chile SA,103794.8224,9692.411158,0.00000262,,,CL0002266774
31/12/2024,High Growth,Listed Equity,,Enel SpA,23606.26646,271861.8933,0.00007355,,,IT0003128367
31/12/2024,High Growth,Listed Equity,,ENEOS Holdings Inc,16619.49636,141129.4277,0.00003818,,,JP3386450005
31/12/2024,High Growth,Listed Equity,,Engie Brasil Energia SA,24631.72515,228607.1521,0.00006185,,,BREGIEACNOR9
31/12/2024,High Growth,Listed Equity,,Engie SA,5075.86538,129968.8574,0.00003516,,,FR0010208488
31/12/2024,High Growth,Listed Equity,,Eni SpA,17289.55118,378510.0195,0.00010241,,,IT0003132476
31/12/2024,High Growth,Listed Equity,,ENN Energy Holdings Ltd,3140.57031,36469.45245,0.00000987,,,KYG3066L1014
31/12/2024,High Growth,Listed Equity,,ENN Natural Gas Co Ltd,70821.93066,339744.7802,0.00009192,,,CNE000000DG7
31/12/2024,High Growth,Listed Equity,,Enphase Energy Inc,6109.777609,677734.8398,0.00018337,,,US29355A1079
31/12/2024,High Growth,Listed Equity,,Entain PLC,3075.2454,42747.42453,0.00001157,,,IM00B5VQMV65
31/12/2024,High Growth,Listed Equity,,Entegris Inc,847.167168,135541.2734,0.00003667,,,US29362U1043
31/12/2024,High Growth,Listed Equity,,Entergy Corp,1893.873215,231920.3215,0.00006275,,,US29364G1031
31/12/2024,High Growth,Listed Equity,,Environmental Group Ltd/The,436357.6177,137452.6499,0.00003719,,,AU000000EGL9
31/12/2024,High Growth,Listed Equity,,EOG Resources Inc,5934.68815,1174956.106,0.0003179,,,US26875P1012
31/12/2024,High Growth,Listed Equity,,E.ON SE,14732.91227,277078.0217,0.00007497,,,DE000ENAG999
31/12/2024,High Growth,Listed Equity,,Eoptolink Technology Inc Ltd,159.081176,4068.433848,0.0000011,,,CNE100002615
31/12/2024,High Growth,Listed Equity,,EPAM Systems Inc,1092.082937,412421.5978,0.00011158,,,US29414B1044
31/12/2024,High Growth,Listed Equity,,Epiroc AB,2381.684261,67034.58333,0.00001814,,,SE0015658109
31/12/2024,High Growth,Listed Equity,,Epiroc AB,2589.434892,65254.95046,0.00001766,,,SE0015658117
31/12/2024,High Growth,Listed Equity,,EQT AB,1229.615576,55017.88463,0.00001489,,,SE0012853455
