Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Indexed Balanced Growth,Listed Equity,,CSL Ltd,29320.01752,8255930.532,0.01783587,,,AU000000CSL8
31/12/2024,Indexed Balanced Growth,Listed Equity,,CSPC Pharmaceutical Group Ltd,38232.97839,37998.24996,0.00008209,,,HK1093012172
31/12/2024,Indexed Balanced Growth,Listed Equity,,CSX Corp,2888.795617,150563.5717,0.00032527,,,US1264081035
31/12/2024,Indexed Balanced Growth,Listed Equity,,CTBC Financial Holding Co Ltd,36027.22964,69397.37757,0.00014992,,,TW0002891009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Cummins Inc,227.927371,128329.9404,0.00027724,,,US2310211063
31/12/2024,Indexed Balanced Growth,Listed Equity,,CVS Health Corp,2077.815326,150647.0667,0.00032545,,,US1266501006
31/12/2024,Indexed Balanced Growth,Listed Equity,,CyberArk Software Ltd,73.524958,39562.04495,0.00008547,,,IL0011334468
31/12/2024,Indexed Balanced Growth,Listed Equity,,Daifuku Co Ltd,367.624792,12467.53897,0.00002693,,,JP3497400006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dai-ichi Life Holdings Inc,1544.024127,67200.03272,0.00014518,,,JP3476480003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Daiichi Sankyo Co Ltd,2867.473379,128247.8939,0.00027706,,,JP3475350009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Daikin Industries Ltd,441.149751,84597.91277,0.00018276,,,JP3481800005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Daimler Truck Holding AG,849.94852,52382.24639,0.00011317,,,DE000DTR0CK8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dai Nippon Printing Co Ltd,735.249584,16770.72687,0.00003623,,,JP3493800001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Daiwa House Industry Co Ltd,441.149751,22024.47483,0.00004758,,,JP3505000004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Daiwa Securities Group Inc,2646.898504,28507.58951,0.00006159,,,JP3502200003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Danaher Corp,965.382704,357915.8509,0.00077323,,,US2358511028
31/12/2024,Indexed Balanced Growth,Listed Equity,,Danone SA,1419.031698,154546.9702,0.00033388,,,FR0000120644
31/12/2024,Indexed Balanced Growth,Listed Equity,,Danske Bank A/S,1154.341848,52735.1809,0.00011393,,,DK0010274414
31/12/2024,Indexed Balanced Growth,Listed Equity,,Darden Restaurants Inc,183.077147,55202.57557,0.00011926,,,US2371941053
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dassault Systemes SE,1060.229901,59401.69623,0.00012833,,,FR0014003TT8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Data#3 Ltd,10098.54283,64529.6887,0.00013941,,,AU000000DTL4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Datadog Inc,438.944002,101301.3128,0.00021885,,,US23804L1035
31/12/2024,Indexed Balanced Growth,Listed Equity,,Davide Campari-Milano NV,614.668653,6186.537054,0.00001337,,,NL0015435975
31/12/2024,Indexed Balanced Growth,Listed Equity,,DaVita Inc,103.670191,25040.58626,0.0000541,,,US23918K1088
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dayforce Inc,367.624792,43130.52734,0.00009318,,,US15677J1088
31/12/2024,Indexed Balanced Growth,Listed Equity,,DBS Group Holdings Ltd,2809.388662,145417.8613,0.00031416,,,SG1L01001701
31/12/2024,Indexed Balanced Growth,Listed Equity,,DCC PLC,204.399384,21251.50694,0.00004591,,,IE0002424939
31/12/2024,Indexed Balanced Growth,Listed Equity,,Deckers Outdoor Corp,255.866855,83927.96806,0.00018132,,,US2435371073
31/12/2024,Indexed Balanced Growth,Listed Equity,,Deep Yellow Ltd,59685.99912,67146.7526,0.00014506,,,AU000000DYL4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Deere & Co,436.003004,298367.8768,0.00064459,,,US2441991054
31/12/2024,Indexed Balanced Growth,Listed Equity,,De Grey Mining Ltd,114860.0667,202728.0212,0.00043797,,,AU000000DEG6
31/12/2024,Indexed Balanced Growth,Listed Equity,,Delivery Hero SE,347.037804,15740.56867,0.00003401,,,DE000A2E4K43
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dell Technologies Inc,411.739767,76635.53475,0.00016556,,,US24703L2025
31/12/2024,Indexed Balanced Growth,Listed Equity,,Delta Air Lines Inc,536.732197,52446.57338,0.0001133,,,US2473617023
31/12/2024,Indexed Balanced Growth,Listed Equity,,Delta Electronics Inc,3676.247922,77967.46143,0.00016844,,,TW0002308004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Delta Electronics Thailand PCL,4868.822748,35172.8108,0.00007599,,,TH0528A10Z14
31/12/2024,Indexed Balanced Growth,Listed Equity,,Demant A/S,299.246581,17731.15399,0.00003831,,,DK0060738599
31/12/2024,Indexed Balanced Growth,Listed Equity,,Denso Corp,2793.948421,63585.20019,0.00013737,,,JP3551500006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dentsu Group Inc,294.099834,11521.51539,0.00002489,,,JP3551520004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Descartes Systems Group Inc/The,159.54916,29277.30759,0.00006325,,,CA2499061083
31/12/2024,Indexed Balanced Growth,Listed Equity,,Deterra Royalties Ltd,29606.45518,110136.0133,0.00023793,,,AU0000107484
31/12/2024,Indexed Balanced Growth,Listed Equity,,Deutsche Bank AG,2857.179885,79514.24274,0.00017178,,,DE0005140008
31/12/2024,Indexed Balanced Growth,Listed Equity,,Deutsche Boerse AG,336.74431,125253.2665,0.00027059,,,DE0005810055
31/12/2024,Indexed Balanced Growth,Listed Equity,,Deutsche Lufthansa AG,1885.179935,19472.15148,0.00004207,,,DE0008232125
31/12/2024,Indexed Balanced Growth,Listed Equity,,Deutsche Post AG,1462.411424,83108.78973,0.00017955,,,DE0005552004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Deutsche Telekom AG,5426.877183,262211.3902,0.00056647,,,DE0005557508
31/12/2024,Indexed Balanced Growth,Listed Equity,,Develop Global Ltd,16167.5754,37832.12643,0.00008173,,,AU0000179707
31/12/2024,Indexed Balanced Growth,Listed Equity,,Devon Energy Corp,1197.721573,63314.90774,0.00013678,,,US25179M1036
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dexcom Inc,594.816914,74713.57763,0.00016141,,,US2521311074
31/12/2024,Indexed Balanced Growth,Listed Equity,,Diageo PLC,3355.679104,172239.7882,0.0003721,,,GB0002374006
31/12/2024,Indexed Balanced Growth,Listed Equity,,DiaSorin SpA,69.113461,11508.04562,0.00002486,,,IT0003492391
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dicker Data Ltd,3990.744267,33602.06673,0.00007259,,,AU000000DDR5
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dick's Sporting Goods Inc,92.641448,34240.60256,0.00007397,,,US2533931026
31/12/2024,Indexed Balanced Growth,Listed Equity,,D'ieteren Group,11.028744,2964.121937,0.0000064,,,BE0974259880
31/12/2024,Indexed Balanced Growth,Listed Equity,,Disco Corp,147.049917,64574.28734,0.0001395,,,JP3548600000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Discover Financial Services,411.739767,115199.3534,0.00024887,,,US2547091080
31/12/2024,Indexed Balanced Growth,Listed Equity,,Divi's Laboratories Ltd,190.429642,21909.84942,0.00004733,,,INE361B01024
31/12/2024,Indexed Balanced Growth,Listed Equity,,DLF Ltd,1152.871348,17940.83246,0.00003876,,,INE271C01023
31/12/2024,Indexed Balanced Growth,Listed Equity,,DNB Bank ASA,1680.045301,54210.38566,0.00011711,,,NO0010161896
31/12/2024,Indexed Balanced Growth,Listed Equity,,DocuSign Inc,327.921315,47635.05598,0.00010291,,,US2561631068
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dollarama Inc,563.201182,88724.57459,0.00019168,,,CA25675T1075
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dollar General Corp,361.742796,44298.37573,0.0000957,,,US2566771059
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dollar Tree Inc,345.567305,41826.40045,0.00009036,,,US2567461080
31/12/2024,Indexed Balanced Growth,Listed Equity,,Domain Holdings Australia Ltd,16258.0294,41132.81438,0.00008886,,,AU000000DHG9
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dominion Energy Inc,1269.040783,110394.1444,0.00023849,,,US25746U1097
31/12/2024,Indexed Balanced Growth,Listed Equity,,Domino's Pizza Enterprises Ltd,3855.06327,113493.0627,0.00024519,,,AU000000DMP0
31/12/2024,Indexed Balanced Growth,Listed Equity,,Domino's Pizza Inc,56.614218,38382.27082,0.00008292,,,US25754A2015
31/12/2024,Indexed Balanced Growth,Listed Equity,,DoorDash Inc,488.205724,132272.4884,0.00028576,,,US25809K1051
31/12/2024,Indexed Balanced Growth,Listed Equity,,Doosan Enerbility Co Ltd,1791.803237,34500.02067,0.00007453,,,KR7034020008
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dover Corp,222.045375,67278.86618,0.00014535,,,US2600031080
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dow Inc,1230.072555,79726.73723,0.00017224,,,US2605571031
31/12/2024,Indexed Balanced Growth,Listed Equity,,Downer EDI Ltd,39810.52767,209005.2703,0.00045153,,,AU000000DOW2
31/12/2024,Indexed Balanced Growth,Listed Equity,,DraftKings Inc,661.724626,39757.98161,0.00008589,,,US26142V1052
31/12/2024,Indexed Balanced Growth,Listed Equity,,DR Horton Inc,452.178494,102113.5357,0.0002206,,,US23331A1097
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dr Ing hc F Porsche AG,200.723137,19611.59891,0.00004237,,,DE000PAG9113
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dr Reddy's Laboratories Ltd,2080.756324,54503.8973,0.00011775,,,INE089A01031
31/12/2024,Indexed Balanced Growth,Listed Equity,,DSM-Firmenich AG,259.543103,42417.68817,0.00009164,,,CH1216478797
31/12/2024,Indexed Balanced Growth,Listed Equity,,DSV A/S,276.453844,94799.29489,0.0002048,,,DK0060079531
31/12/2024,Indexed Balanced Growth,Listed Equity,,DTE Energy Co,233.809368,45598.7749,0.00009851,,,US2333311072
31/12/2024,Indexed Balanced Growth,Listed Equity,,Duke Energy Corp,1160.959094,202021.6976,0.00043644,,,US26441C2044
31/12/2024,Indexed Balanced Growth,Listed Equity,,DuPont de Nemours Inc,733.779085,90366.87953,0.00019523,,,US26614N1028
31/12/2024,Indexed Balanced Growth,Listed Equity,,Dynatrace Inc,466.148237,40919.25687,0.0000884,,,US2681501092
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eagers Automotive Ltd,10630.49849,125865.1021,0.00027192,,,AU000000APE3
31/12/2024,Indexed Balanced Growth,Listed Equity,,East Japan Railway Co,1323.449252,38014.65338,0.00008213,,,JP3783600004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eastman Chemical Co,255.866855,37738.44952,0.00008153,,,US2774321002
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eaton Corp PLC,651.431132,349172.976,0.00075434,,,IE00B8KQN827
31/12/2024,Indexed Balanced Growth,Listed Equity,,eBay Inc,800.686798,80113.94171,0.00017308,,,US2786421030
31/12/2024,Indexed Balanced Growth,Listed Equity,,EBOS Group Ltd,1524.795975,51827.81518,0.00011197,,,NZEBOE0001S6
31/12/2024,Indexed Balanced Growth,Listed Equity,,Ecolab Inc,470.559734,178085.368,0.00038473,,,US2788651006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Ecopro BM Co Ltd,69.848711,8421.857545,0.00001819,,,KR7247540008
31/12/2024,Indexed Balanced Growth,Listed Equity,,Ecopro Co Ltd,220.574875,13914.76014,0.00003006,,,KR7086520004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Edenred SE,443.355499,23542.35348,0.00005086,,,FR0010908533
31/12/2024,Indexed Balanced Growth,Listed Equity,,Edison International,598.493162,77176.28141,0.00016673,,,US2810201077
31/12/2024,Indexed Balanced Growth,Listed Equity,,EDP SA,2105.75481,10885.8039,0.00002352,,,PTEDP0AM0009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Edwards Lifesciences Corp,917.591481,109713.7959,0.00023702,,,US28176E1082
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eicher Motors Ltd,469.824484,42738.01435,0.00009233,,,INE066A01021
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eiffage SA,188.223894,26669.4876,0.00005762,,,FR0000130452
31/12/2024,Indexed Balanced Growth,Listed Equity,,E Ink Holdings Inc,1470.499169,19777.11095,0.00004273,,,TW0008069006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eisai Co Ltd,441.149751,19626.17156,0.0000424,,,JP3160400002
31/12/2024,Indexed Balanced Growth,Listed Equity,,Elders Ltd,11390.74281,81557.71853,0.00017619,,,AU000000ELD6
31/12/2024,Indexed Balanced Growth,Listed Equity,,Electronic Arts Inc,418.357014,98854.28458,0.00021356,,,US2855121099
31/12/2024,Indexed Balanced Growth,Listed Equity,,Element Fleet Management Corp,452.913744,14780.7224,0.00003193,,,CA2861812014
31/12/2024,Indexed Balanced Growth,Listed Equity,,Elevance Health Inc,381.594534,227360.4496,0.00049118,,,US0367521038
31/12/2024,Indexed Balanced Growth,Listed Equity,,Elia Group SA/NV,104.405441,12991.22784,0.00002807,,,BE0003822393
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eli Lilly & Co,1263.894036,1575912.453,0.00340455,,,US5324571083
31/12/2024,Indexed Balanced Growth,Listed Equity,,Elisa Oyj,174.989401,12233.25169,0.00002643,,,FI0009007884
31/12/2024,Indexed Balanced Growth,Listed Equity,,Emaar Properties PJSC,14858.65885,83957.56185,0.00018138,,,AEE000301011
31/12/2024,Indexed Balanced Growth,Listed Equity,,EMCOR Group Inc,86.759451,63603.51526,0.00013741,,,US29084Q1004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Emera Inc,348.508303,21028.80719,0.00004543,,,CA2908761018
31/12/2024,Indexed Balanced Growth,Listed Equity,,Emerald Resources NL,33272.71367,108136.3194,0.00023361,,,AU000000EMR4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Emerson Electric Co,959.500708,192055.1101,0.00041491,,,US2910111044
31/12/2024,Indexed Balanced Growth,Listed Equity,,Emirates NBD Bank PJSC,8680.356594,81873.23222,0.00017688,,,AEE000801010
31/12/2024,Indexed Balanced Growth,Listed Equity,,Emirates Telecommunications Group Co PJSC,10200.85274,73203.81614,0.00015815,,,AEE000401019
31/12/2024,Indexed Balanced Growth,Listed Equity,,EMS-Chemie Holding AG,8.087745,8814.135256,0.00001904,,,CH0016440353
31/12/2024,Indexed Balanced Growth,Listed Equity,,Enbridge Inc,3418.910568,234246.6429,0.00050606,,,CA29250N1050
31/12/2024,Indexed Balanced Growth,Listed Equity,,Endeavour Group Ltd/Australia,90489.89295,380057.5504,0.00082107,,,AU0000154833
31/12/2024,Indexed Balanced Growth,Listed Equity,,Endesa SA,839.655025,29166.97604,0.00006301,,,ES0130670112
31/12/2024,Indexed Balanced Growth,Listed Equity,,Enel SpA,12094.12042,139282.1006,0.0003009,,,IT0003128367
31/12/2024,Indexed Balanced Growth,Listed Equity,,ENEOS Holdings Inc,6249.621468,53070.52823,0.00011465,,,JP3386450005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Engie SA,1934.441657,49531.88227,0.00010701,,,FR0010208488
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eni SpA,4238.713855,92795.68095,0.00020047,,,IT0003132476
31/12/2024,Indexed Balanced Growth,Listed Equity,,ENN Energy Holdings Ltd,2352.79867,27321.5584,0.00005902,,,KYG3066L1014
31/12/2024,Indexed Balanced Growth,Listed Equity,,Enphase Energy Inc,188.959143,20960.53192,0.00004528,,,US29355A1079
31/12/2024,Indexed Balanced Growth,Listed Equity,,Entain PLC,526.438702,7317.755302,0.00001581,,,IM00B5VQMV65
31/12/2024,Indexed Balanced Growth,Listed Equity,,Entegris Inc,261.748852,41878.12526,0.00009047,,,US29362U1043
31/12/2024,Indexed Balanced Growth,Listed Equity,,Entergy Corp,711.721598,87156.15488,0.00018829,,,US29364G1031
31/12/2024,Indexed Balanced Growth,Listed Equity,,EOG Resources Inc,887.446248,175697.5862,0.00037957,,,US26875P1012
31/12/2024,Indexed Balanced Growth,Listed Equity,,E.ON SE,3218.187431,60523.61357,0.00013075,,,DE000ENAG999
31/12/2024,Indexed Balanced Growth,Listed Equity,,EPAM Systems Inc,91.906198,34708.0816,0.00007498,,,US29414B1044
31/12/2024,Indexed Balanced Growth,Listed Equity,,Epiroc AB,1554.317622,43747.62967,0.00009451,,,SE0015658109
31/12/2024,Indexed Balanced Growth,Listed Equity,,EQT AB,617.609651,27634.31152,0.0000597,,,SE0012853455
31/12/2024,Indexed Balanced Growth,Listed Equity,,Equatorial Energia SA,5358.498972,38384.89566,0.00008293,,,BREQTLACNOR0
31/12/2024,Indexed Balanced Growth,Listed Equity,,Equifax Inc,192.635391,79291.17537,0.0001713,,,US2944291051
31/12/2024,Indexed Balanced Growth,Listed Equity,,Equinor ASA,1613.137588,60883.45942,0.00013153,,,NO0010096985
31/12/2024,Indexed Balanced Growth,Listed Equity,,Equitable Holdings Inc,671.282871,51141.748,0.00011049,,,US29452E1010
31/12/2024,Indexed Balanced Growth,Listed Equity,,Erie Indemnity Co,45.585474,30350.8014,0.00006557,,,US29530P1021
31/12/2024,Indexed Balanced Growth,Listed Equity,,Erste Group Bank AG,86.024201,8583.369822,0.00001854,,,AT0000652011
31/12/2024,Indexed Balanced Growth,Listed Equity,,Essential Utilities Inc,562.465932,32994.85448,0.00007128,,,US29670G1022
31/12/2024,Indexed Balanced Growth,Listed Equity,,EssilorLuxottica SA,458.060491,180489.5827,0.00038992,,,FR0000121667
31/12/2024,Indexed Balanced Growth,Listed Equity,,Essity AB,1118.314618,48337.76342,0.00010443,,,SE0009922164
31/12/2024,Indexed Balanced Growth,Listed Equity,,Estee Lauder Cos Inc/The,350.714052,42472.00105,0.00009176,,,US5184391044
31/12/2024,Indexed Balanced Growth,Listed Equity,,E.Sun Financial Holding Co Ltd,44935.51361,59660.09234,0.00012889,,,TW0002884004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eurofins Scientific SE,180.871398,14916.22154,0.00003222,,,FR0014000MR3
31/12/2024,Indexed Balanced Growth,Listed Equity,,Euronext NV,104.405441,18910.61196,0.00004085,,,NL0006294274
31/12/2024,Indexed Balanced Growth,Listed Equity,,Everest Group Ltd,67.642962,39599.23388,0.00008555,,,BMG3223R1088
31/12/2024,Indexed Balanced Growth,Listed Equity,,Evergy Inc,388.211781,38592.31692,0.00008337,,,US30034W1062
31/12/2024,Indexed Balanced Growth,Listed Equity,,Eversource Energy,538.202696,49921.63807,0.00010785,,,US30040W1080
31/12/2024,Indexed Balanced Growth,Listed Equity,,Evolution AB,267.630849,33362.19253,0.00007207,,,SE0012673267
31/12/2024,Indexed Balanced Growth,Listed Equity,,Evolution Mining Ltd,115585.1344,555964.4966,0.00120109,,,AU000000EVN4
31/12/2024,Indexed Balanced Growth,Listed Equity,,EVT Ltd,5995.090012,68224.12434,0.00014739,,,AU000000EVT1
31/12/2024,Indexed Balanced Growth,Listed Equity,,Exact Sciences Corp,264.68985,24021.51564,0.0000519,,,US30063P1057
31/12/2024,Indexed Balanced Growth,Listed Equity,,Exelon Corp,1496.232904,90960.52005,0.00019651,,,US30161N1019
31/12/2024,Indexed Balanced Growth,Listed Equity,,EXOR NV,158.078661,23410.78057,0.00005058,,,NL0012059018
31/12/2024,Indexed Balanced Growth,Listed Equity,,Expand Energy Corp,268.366098,43149.23209,0.00009322,,,US1651677353
31/12/2024,Indexed Balanced Growth,Listed Equity,,Expedia Group Inc,202.928885,61070.40398,0.00013193,,,US30212P3038
31/12/2024,Indexed Balanced Growth,Listed Equity,,Expeditors International of Washington Inc,237.485616,42487.73539,0.00009179,,,US3021301094
31/12/2024,Indexed Balanced Growth,Listed Equity,,Experian PLC,1458.735176,101651.2402,0.0002196,,,GB00B19NLV48
31/12/2024,Indexed Balanced Growth,Listed Equity,,Exxon Mobil Corp,7006.193291,1217243.339,0.0026297,,,US30231G1022
31/12/2024,Indexed Balanced Growth,Listed Equity,,F5 Inc,164.695907,66891.83815,0.00014451,,,US3156161024
31/12/2024,Indexed Balanced Growth,Listed Equity,,FactSet Research Systems Inc,57.349468,44486.47463,0.00009611,,,US3030751057
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fairfax Financial Holdings Ltd,33.086231,74312.50634,0.00016054,,,CA3039011026
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fair Isaac Corp,38.968228,125305.6824,0.00027071,,,US3032501047
31/12/2024,Indexed Balanced Growth,Listed Equity,,FANUC Corp,1396.974211,59938.6343,0.00012949,,,JP3802400006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fastenal Co,953.618711,110756.2328,0.00023927,,,US3119001044
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fastighets AB Balder,1155.812347,12975.36851,0.00002803,,,SE0017832488
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fast Retailing Co Ltd,294.099834,162667.368,0.00035142,,,JP3802300008
31/12/2024,Indexed Balanced Growth,Listed Equity,,FedEx Corp,369.830541,168043.9762,0.00036304,,,US31428X1063
31/12/2024,Indexed Balanced Growth,Listed Equity,,Ferguson Enterprises Inc,366.889543,102852.3292,0.0002222,,,US31488V1070
31/12/2024,Indexed Balanced Growth,Listed Equity,,Ferrari NV,194.84114,134385.7869,0.00029032,,,NL0011585146
31/12/2024,Indexed Balanced Growth,Listed Equity,,Ferrovial SE,1130.078611,76734.15378,0.00016577,,,NL0015001FS8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fidelity National Financial Inc,434.532504,39400.23122,0.00008512,,,US31620R3030
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fidelity National Information Services Inc,919.061981,119894.4293,0.00025902,,,US31620M1062
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fifth Third Bancorp,1071.258645,73153.21626,0.00015804,,,US3167731005
31/12/2024,Indexed Balanced Growth,Listed Equity,,FinecoBank Banca Fineco SpA,960.971207,26984.54205,0.0000583,,,IT0000072170
31/12/2024,Indexed Balanced Growth,Listed Equity,,First Abu Dhabi Bank PJSC,14784.39865,89323.85447,0.00019297,,,AEN000101016
31/12/2024,Indexed Balanced Growth,Listed Equity,,First Citizens BancShares Inc/NC,16.175491,55203.31817,0.00011926,,,US31946M1036
31/12/2024,Indexed Balanced Growth,Listed Equity,,FirstEnergy Corp,918.326731,59001.91897,0.00012747,,,US3379321074
31/12/2024,Indexed Balanced Growth,Listed Equity,,First Financial Holding Co Ltd,40326.23396,53838.43025,0.00011631,,,TW0002892007
31/12/2024,Indexed Balanced Growth,Listed Equity,,First Quantum Minerals Ltd,775.688312,16141.62526,0.00003487,,,CA3359341052
31/12/2024,Indexed Balanced Growth,Listed Equity,,FirstRand Ltd,9225.911786,59982.74927,0.00012958,,,ZAE000066304
31/12/2024,Indexed Balanced Growth,Listed Equity,,First Solar Inc,158.81391,45206.10751,0.00009766,,,US3364331070
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fiserv Inc,915.385733,303704.3329,0.00065611,,,US3377381088
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fisher & Paykel Healthcare Corp Ltd,12534.56406,437710.7351,0.00094562,,,NZFAPE0001S2
31/12/2024,Indexed Balanced Growth,Listed Equity,,FleetPartners Group Ltd,20369.379,54793.6295,0.00011837,,,AU0000272924
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fletcher Building Ltd,28727.75919,73255.78594,0.00015826,,,NZFBUE0001S0
31/12/2024,Indexed Balanced Growth,Listed Equity,,Flight Centre Travel Group Ltd,11393.61437,190045.4876,0.00041057,,,AU000000FLT9
31/12/2024,Indexed Balanced Growth,Listed Equity,,Flutter Entertainment PLC,213.957629,89673.58329,0.00019373,,,IE00BWT6H894
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fomento Economico Mexicano SAB de CV,3529.198006,48714.1965,0.00010524,,,MXP320321310
31/12/2024,Indexed Balanced Growth,Listed Equity,,Ford Motor Co,6005.518606,96026.22057,0.00020745,,,US3453708600
31/12/2024,Indexed Balanced Growth,Listed Equity,,Formosa Chemicals & Fibre Corp,14704.99169,19777.11095,0.00004273,,,TW0001326007
31/12/2024,Indexed Balanced Growth,Listed Equity,,Formosa Plastics Corp,18381.23961,32146.86173,0.00006945,,,TW0001301000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fortescue Ltd,100962.4559,1842564.82,0.00398062,,,AU000000FMG4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fortinet Inc,1014.644427,154830.9897,0.00033449,,,US34959E1091
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fortis Inc/Canada,634.520391,42562.06913,0.00009195,,,CA3495531079
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fortive Corp,708.04535,85768.23159,0.00018529,,,US34959J1088
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fortum Oyj,422.768511,9555.928562,0.00002064,,,FI0009007132
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fortune Brands Innovations Inc,152.196664,16796.57089,0.00003629,,,US34964C1062
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fox Corp,776.423561,57358.65821,0.00012392,,,US35137L2043
31/12/2024,Indexed Balanced Growth,Listed Equity,,Franco-Nevada Corp,315.422072,59835.33908,0.00012927,,,CA3518581051
31/12/2024,Indexed Balanced Growth,Listed Equity,,Franklin Resources Inc,252.190607,8264.470019,0.00001785,,,US3546131018
31/12/2024,Indexed Balanced Growth,Listed Equity,,Freeport-McMoRan Inc,2259.421973,138962.7523,0.00030021,,,US35671D8570
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fresenius Medical Care AG,319.09832,23567.17551,0.00005091,,,DE0005785802
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fresenius SE & Co KGaA,749.219327,42026.77067,0.00009079,,,DE0005785604
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fubon Financial Holding Co Ltd,18412.1201,81908.12716,0.00017695,,,TW0002881000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fuji Electric Co Ltd,294.099834,25865.9848,0.00005588,,,JP3820000002
31/12/2024,Indexed Balanced Growth,Listed Equity,,FUJIFILM Holdings Corp,1911.64892,65008.01107,0.00014044,,,JP3814000000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Fujitsu Ltd,2793.948421,80382.37399,0.00017366,,,JP3818000006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Futu Holdings Ltd,147.049917,18997.85668,0.00004104,,,US36118L1061
31/12/2024,Indexed Balanced Growth,Listed Equity,,G8 Education Ltd,50512.81505,65919.22723,0.00014241,,,AU000000GEM7
31/12/2024,Indexed Balanced Growth,Listed Equity,,Galaxy Entertainment Group Ltd,4411.497507,30268.96076,0.00006539,,,HK0027032686
31/12/2024,Indexed Balanced Growth,Listed Equity,,Galp Energia SGPS SA,185.282895,4942.538872,0.00001068,,,PTGAL0AM0009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Garmin Ltd,242.632363,80829.11899,0.00017462,,,CH0114405324
31/12/2024,Indexed Balanced Growth,Listed Equity,,Gartner Inc,128.668677,100680.1519,0.00021751,,,US3666511072
31/12/2024,Indexed Balanced Growth,Listed Equity,,GEA Group AG,174.254152,13936.27354,0.00003011,,,DE0006602006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Geberit AG,41.909226,38435.74552,0.00008304,,,CH0030170408
